AvgSpotLen	BioSample	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	MBases	MBytes	Run	SRA_Sample	Sample_Name	disease_status	patient	stimulation	Assay_Type	BioProject	Center_Name	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	source_name
52	SAMN10723937	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237817	535	266	SRR8430058	SRS4240730	GSM3559681	SLE	lupus_1	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723937	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237817	532	266	SRR8430059	SRS4240730	GSM3559681	SLE	lupus_1	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723937	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237817	533	264	SRR8430060	SRS4240730	GSM3559681	SLE	lupus_1	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723936	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237818	608	302	SRR8430061	SRS4240731	GSM3559682	SLE	lupus_1	IFNa2_IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723936	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237818	611	305	SRR8430062	SRS4240731	GSM3559682	SLE	lupus_1	IFNa2_IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723936	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237818	607	304	SRR8430063	SRS4240731	GSM3559682	SLE	lupus_1	IFNa2_IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723936	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237818	609	302	SRR8430064	SRS4240731	GSM3559682	SLE	lupus_1	IFNa2_IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723935	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237819	601	300	SRR8430065	SRS4240732	GSM3559683	SLE	lupus_1	IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723935	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237819	597	299	SRR8430066	SRS4240732	GSM3559683	SLE	lupus_1	IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723935	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237819	595	299	SRR8430067	SRS4240732	GSM3559683	SLE	lupus_1	IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723935	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237819	595	297	SRR8430068	SRS4240732	GSM3559683	SLE	lupus_1	IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
65	SAMN10723934	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237820	2574	852	SRR8430069	SRS4240733	GSM3559684	SLE	lupus_2	control	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723934	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237820	751	370	SRR8430070	SRS4240733	GSM3559684	SLE	lupus_2	control	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723934	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237820	750	372	SRR8430071	SRS4240733	GSM3559684	SLE	lupus_2	control	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723934	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237820	746	371	SRR8430072	SRS4240733	GSM3559684	SLE	lupus_2	control	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723934	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237820	747	369	SRR8430073	SRS4240733	GSM3559684	SLE	lupus_2	control	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
65	SAMN10723933	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237821	2391	792	SRR8430074	SRS4240734	GSM3559685	SLE	lupus_2	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723933	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237821	575	284	SRR8430075	SRS4240734	GSM3559685	SLE	lupus_2	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723933	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237821	574	285	SRR8430076	SRS4240734	GSM3559685	SLE	lupus_2	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723933	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237821	571	284	SRR8430077	SRS4240734	GSM3559685	SLE	lupus_2	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723933	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237821	572	283	SRR8430078	SRS4240734	GSM3559685	SLE	lupus_2	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723932	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237822	835	414	SRR8430079	SRS4240735	GSM3559686	SLE	lupus_2	IFNa2_IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723932	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237822	834	415	SRR8430080	SRS4240735	GSM3559686	SLE	lupus_2	IFNa2_IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723932	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237822	829	415	SRR8430081	SRS4240735	GSM3559686	SLE	lupus_2	IFNa2_IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723932	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237822	831	412	SRR8430082	SRS4240735	GSM3559686	SLE	lupus_2	IFNa2_IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723931	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237823	697	344	SRR8430083	SRS4240736	GSM3559687	SLE	lupus_2	IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723931	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237823	695	346	SRR8430084	SRS4240736	GSM3559687	SLE	lupus_2	IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723931	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237823	691	345	SRR8430085	SRS4240736	GSM3559687	SLE	lupus_2	IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723931	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237823	692	343	SRR8430086	SRS4240736	GSM3559687	SLE	lupus_2	IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723930	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237824	2563	859	SRR8430087	SRS4240737	GSM3559688	SLE	lupus_3	control	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723930	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237824	707	351	SRR8430088	SRS4240737	GSM3559688	SLE	lupus_3	control	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723930	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237824	709	351	SRR8430089	SRS4240737	GSM3559688	SLE	lupus_3	control	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723930	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237824	712	351	SRR8430090	SRS4240737	GSM3559688	SLE	lupus_3	control	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723929	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237825	2019	677	SRR8430091	SRS4240738	GSM3559689	SLE	lupus_3	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723929	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237825	817	405	SRR8430092	SRS4240738	GSM3559689	SLE	lupus_3	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723929	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237825	819	405	SRR8430093	SRS4240738	GSM3559689	SLE	lupus_3	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723929	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237825	823	406	SRR8430094	SRS4240738	GSM3559689	SLE	lupus_3	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723928	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237826	906	449	SRR8430095	SRS4240739	GSM3559690	SLE	lupus_3	IFNa2_IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723928	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237826	907	448	SRR8430096	SRS4240739	GSM3559690	SLE	lupus_3	IFNa2_IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723928	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237826	911	449	SRR8430097	SRS4240739	GSM3559690	SLE	lupus_3	IFNa2_IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723927	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237827	777	387	SRR8430098	SRS4240740	GSM3559691	SLE	lupus_3	IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723927	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237827	779	386	SRR8430099	SRS4240740	GSM3559691	SLE	lupus_3	IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723927	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237827	782	387	SRR8430100	SRS4240740	GSM3559691	SLE	lupus_3	IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723926	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237828	955	473	SRR8430101	SRS4240741	GSM3559692	SLE	lupus_4	control	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723926	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237828	957	472	SRR8430102	SRS4240741	GSM3559692	SLE	lupus_4	control	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723926	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237828	961	473	SRR8430103	SRS4240741	GSM3559692	SLE	lupus_4	control	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723925	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237829	942	466	SRR8430104	SRS4240742	GSM3559693	SLE	lupus_4	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723925	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237829	944	465	SRR8430105	SRS4240742	GSM3559693	SLE	lupus_4	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723925	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237829	948	466	SRR8430106	SRS4240742	GSM3559693	SLE	lupus_4	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723989	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237830	872	434	SRR8430107	SRS4240743	GSM3559694	SLE	lupus_4	IFNa2_IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723989	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237830	874	433	SRR8430108	SRS4240743	GSM3559694	SLE	lupus_4	IFNa2_IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723989	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237830	878	434	SRR8430109	SRS4240743	GSM3559694	SLE	lupus_4	IFNa2_IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723988	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237831	912	453	SRR8430110	SRS4240744	GSM3559695	SLE	lupus_4	IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723988	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237831	913	451	SRR8430111	SRS4240744	GSM3559695	SLE	lupus_4	IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
52	SAMN10723988	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237831	917	453	SRR8430112	SRS4240744	GSM3559695	SLE	lupus_4	IL18	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723973	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237832	1987	688	SRR8430113	SRS4240745	GSM3559696	normal	control_1	IFNa6	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723972	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237833	2279	790	SRR8430114	SRS4240746	GSM3559697	normal	control_1	IFNb	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723971	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237834	2557	886	SRR8430115	SRS4240747	GSM3559698	normal	control_1	IFNg	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723970	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237835	2370	800	SRR8430116	SRS4240748	GSM3559699	normal	control_4	control	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723969	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237836	2063	695	SRR8430117	SRS4240749	GSM3559700	normal	control_4	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723968	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237837	2559	861	SRR8430118	SRS4240750	GSM3559701	normal	control_4	IFNa6	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723967	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237838	2030	685	SRR8430119	SRS4240751	GSM3559702	normal	control_4	IFNb	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723966	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237839	2121	714	SRR8430120	SRS4240752	GSM3559703	normal	control_4	IFNg	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723965	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237840	1698	591	SRR8430121	SRS4240753	GSM3559704	normal	control_5	control	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723964	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237841	2972	1031	SRR8430122	SRS4240754	GSM3559705	normal	control_5	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
