Assay_Type	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	aliquot	category	collection_date	geo_loc_name	host	isolation_source	lat_lon	timepoint	tissue	type_sequence	Consent	Platform	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_size	source_material_id
AMPLICON	500	PRJNA349809	SAMN05941734	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274515	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.21.IgA.Minus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	18	12	human gut metagenome	2017-03-22	SRR4460088	SRS1765358	SRP092198	Longman.21.IgA.Minus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941731	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274516	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.20.IgA.Plus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	9	6	human gut metagenome	2017-03-22	SRR4460089	SRS1765359	SRP092198	Longman.20.IgA.Plus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941732	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274517	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.20.IgG.Plus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	16	10	human gut metagenome	2017-03-22	SRR4460090	SRS1765360	SRP092198	Longman.20.IgG.Plus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941793	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274518	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.9.IgA.Minus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	20	13	human gut metagenome	2017-03-22	SRR4460091	SRS1765361	SRP092198	Longman.9.IgA.Minus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941794	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274519	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.9.IgA.Plus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	19	12	human gut metagenome	2017-03-22	SRR4460092	SRS1765362	SRP092198	Longman.9.IgA.Plus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941791	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274520	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.8.IgA.Plus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	19	13	human gut metagenome	2017-03-22	SRR4460093	SRS1765363	SRP092198	Longman.8.IgA.Plus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941792	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274521	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.8.Pre.sort-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	24	15	human gut metagenome	2017-03-22	SRR4460094	SRS1765364	SRP092198	Longman.8.Pre.sort			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941795	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274522	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.9.IgG.Plus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	21	14	human gut metagenome	2017-03-22	SRR4460095	SRS1765365	SRP092198	Longman.9.IgG.Plus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941796	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274528	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.9.Pre.sort-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	20	13	human gut metagenome	2017-03-22	SRR4460096	SRS1765367	SRP092198	Longman.9.Pre.sort			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941770	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274539	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.3.Pre.sort-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	22	14	human gut metagenome	2017-03-22	SRR4460097	SRS1765368	SRP092198	Longman.3.Pre.sort			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941769	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274543	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.3.IgG.Plus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	24	15	human gut metagenome	2017-03-22	SRR4460106	SRS1765371	SRP092198	Longman.3.IgG.Plus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941764	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274544	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.29.IgA.Plus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	6	4	human gut metagenome	2017-03-22	SRR4460117	SRS1765369	SRP092198	Longman.29.IgA.Plus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941763	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274545	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.29.IgA.Minus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	2	2	human gut metagenome	2017-03-22	SRR4460127	SRS1765370	SRP092198	Longman.29.IgA.Minus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941762	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274546	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.28.Pre.sort-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	22	14	human gut metagenome	2017-03-22	SRR4460137	SRS1765373	SRP092198	Longman.28.Pre.sort			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941761	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274547	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.28.IgA.Plus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	19	12	human gut metagenome	2017-03-22	SRR4460138	SRS1765372	SRP092198	Longman.28.IgA.Plus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941768	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274548	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.3.IgA.Plus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	19	12	human gut metagenome	2017-03-22	SRR4460139	SRS1765374	SRP092198	Longman.3.IgA.Plus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941767	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274549	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.3.IgA.Minus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	19	12	human gut metagenome	2017-03-22	SRR4460140	SRS1765375	SRP092198	Longman.3.IgA.Minus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941766	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274551	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.29.Pre.sort-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	5	3	human gut metagenome	2017-03-22	SRR4460141	SRS1765377	SRP092198	Longman.29.Pre.sort			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941765	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274555	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.29.IgG.Plus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	2	1	human gut metagenome	2017-03-22	SRR4460151	SRS1765378	SRP092198	Longman.29.IgG.Plus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941755	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274556	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.26.Pre.sort-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	25	16	human gut metagenome	2017-03-22	SRR4460162	SRS1765379	SRP092198	Longman.26.Pre.sort			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941756	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274557	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.27.IgA.Minus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	16	11	human gut metagenome	2017-03-22	SRR4460163	SRS1765380	SRP092198	Longman.27.IgA.Minus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941757	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274558	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.27.IgA.Plus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	24	16	human gut metagenome	2017-03-22	SRR4460164	SRS1765381	SRP092198	Longman.27.IgA.Plus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941758	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274560	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.27.IgG.Plus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	12	8	human gut metagenome	2017-03-22	SRR4460165	SRS1765383	SRP092198	Longman.27.IgG.Plus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941751	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274563	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.25.IgG.Plus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	22	15	human gut metagenome	2017-03-22	SRR4460173	SRS1765384	SRP092198	Longman.25.IgG.Plus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941752	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274564	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.25.Pre.sort-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	28	18	human gut metagenome	2017-03-22	SRR4460182	SRS1765385	SRP092198	Longman.25.Pre.sort			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941753	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274565	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.26.IgA.Minus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	22	14	human gut metagenome	2017-03-22	SRR4460184	SRS1765386	SRP092198	Longman.26.IgA.Minus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941754	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274566	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.26.IgA.Plus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	21	14	human gut metagenome	2017-03-22	SRR4460185	SRS1765387	SRP092198	Longman.26.IgA.Plus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941759	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274567	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.27.Pre.sort-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	24	16	human gut metagenome	2017-03-22	SRR4460186	SRS1765388	SRP092198	Longman.27.Pre.sort			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
AMPLICON	500	PRJNA349809	SAMN05941760	Metagenome or environmental	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	contigs fastq sra	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2274568	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	Longman.28.IgA.Minus-000000000-AL2PL.Ayvaz-p224-DSG-B-1_1pA	2016-10-27	15	10	human gut metagenome	2017-03-22	SRR4460187	SRS1765389	SRP092198	Longman.28.IgA.Minus			05-May-2015	USA: New York City, NY		Homo sapiens	40.730610 N 73.935242 W				public	ILLUMINA						
OTHER	587	PRJEB16329	SAMEA4524989		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1781809	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	265	150	Homo sapiens	2016-12-20	ERR1711575	ERS1424168	ERP018182	SAMEA4524989											public	ILLUMINA						
OTHER	586	PRJEB16329	SAMEA4524990		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1781810	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	285	162	Homo sapiens	2016-12-20	ERR1711576	ERS1424169	ERP018182	SAMEA4524990											public	ILLUMINA						
OTHER	587	PRJEB16329	SAMEA4524991		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1782070	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	280	158	Homo sapiens	2016-12-20	ERR1711836	ERS1424170	ERP018182	SAMEA4524991											public	ILLUMINA						
OTHER	588	PRJEB16329	SAMEA4524992		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1782071	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	478	283	Homo sapiens	2016-12-20	ERR1711837	ERS1424171	ERP018182	SAMEA4524992											public	ILLUMINA						
OTHER	587	PRJEB16329	SAMEA4524993		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1782072	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	338	192	Homo sapiens	2016-12-20	ERR1711838	ERS1424172	ERP018182	SAMEA4524993											public	ILLUMINA						
OTHER	588	PRJEB16329	SAMEA4524994		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1782073	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	619	361	Homo sapiens	2016-12-20	ERR1711839	ERS1424173	ERP018182	SAMEA4524994											public	ILLUMINA						
OTHER	588	PRJEB16329	SAMEA4524995		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1782074	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	413	241	Homo sapiens	2016-12-20	ERR1711840	ERS1424174	ERP018182	SAMEA4524995											public	ILLUMINA						
OTHER	588	PRJEB16329	SAMEA4524996		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1782075	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	619	364	Homo sapiens	2016-12-20	ERR1711841	ERS1424175	ERP018182	SAMEA4524996											public	ILLUMINA						
OTHER	588	PRJEB16329	SAMEA4524997		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1782076	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	302	179	Homo sapiens	2016-12-20	ERR1711842	ERS1424176	ERP018182	SAMEA4524997											public	ILLUMINA						
OTHER	587	PRJEB16329	SAMEA4524998		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1782077	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	321	179	Homo sapiens	2016-12-20	ERR1711843	ERS1424177	ERP018182	SAMEA4524998											public	ILLUMINA						
OTHER	587	PRJEB16329	SAMEA4524999		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1782078	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	322	183	Homo sapiens	2016-12-20	ERR1711844	ERS1424178	ERP018182	SAMEA4524999											public	ILLUMINA						
OTHER	589	PRJEB16329	SAMEA4525000		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1782079	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	574	336	Homo sapiens	2016-12-20	ERR1711845	ERS1424179	ERP018182	SAMEA4525000											public	ILLUMINA						
OTHER	588	PRJEB16329	SAMEA4525001		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1782080	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	471	278	Homo sapiens	2016-12-20	ERR1711846	ERS1424180	ERP018182	SAMEA4525001											public	ILLUMINA						
OTHER	587	PRJEB16329	SAMEA4525002		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1782081	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	322	183	Homo sapiens	2016-12-20	ERR1711847	ERS1424181	ERP018182	SAMEA4525002											public	ILLUMINA						
OTHER	587	PRJEB16329	SAMEA4525003		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1782082	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	286	162	Homo sapiens	2016-12-20	ERR1711848	ERS1424182	ERP018182	SAMEA4525003											public	ILLUMINA						
OTHER	586	PRJEB16329	SAMEA4525004		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1782083	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	312	177	Homo sapiens	2016-12-20	ERR1711849	ERS1424183	ERP018182	SAMEA4525004											public	ILLUMINA						
OTHER	588	PRJEB16329	SAMEA4525005		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1782084	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	220	125	Homo sapiens	2016-12-20	ERR1711850	ERS1424184	ERP018182	SAMEA4525005											public	ILLUMINA						
OTHER	587	PRJEB16329	SAMEA4525006		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1782085	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	308	173	Homo sapiens	2016-12-20	ERR1711851	ERS1424185	ERP018182	SAMEA4525006											public	ILLUMINA						
OTHER	587	PRJEB16329	SAMEA4525007		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1782086	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	355	200	Homo sapiens	2016-12-20	ERR1711852	ERS1424186	ERP018182	SAMEA4525007											public	ILLUMINA						
OTHER	587	PRJEB16329	SAMEA4525008		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1782087	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	376	212	Homo sapiens	2016-12-20	ERR1711853	ERS1424187	ERP018182	SAMEA4525008											public	ILLUMINA						
OTHER	587	PRJEB16329	SAMEA4525009		UNIVERSITE BORDEAUX	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	ERX1782088	250	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	2016-12-22	408	230	Homo sapiens	2016-12-20	ERR1711854	ERS1424188	ERP018182	SAMEA4525009											public	ILLUMINA						
