Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	biomaterial_provider	cell_type	disease_state	isolate	sex	source_name	tissue	Consent	Platform
AMPLICON		300	PRJNA396251	SAMN07488367	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088825	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR2, week 47	2017-08-11	1857	734	Homo sapiens	2017-08-11	SRR5928572	SRS2426553	SRP115292	SR2, week 47	between 48 and 73	Quake lab			SR2, week 47	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488366	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088826	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR2, week 35	2017-08-11	1594	601	Homo sapiens	2017-08-11	SRR5928571	SRS2426554	SRP115292	SR2, week 35	between 48 and 73	Quake lab			SR2, week 35	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488375	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088828	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR3, week 47	2017-08-11	379	143	Homo sapiens	2017-08-11	SRR5928569	SRS2426555	SRP115292	SR3, week 47	between 48 and 73	Quake lab			SR3, week 47	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488374	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088827	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR3, week 38	2017-08-11	140	53	Homo sapiens	2017-08-11	SRR5928570	SRS2426556	SRP115292	SR3, week 38	between 48 and 73	Quake lab			SR3, week 38	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488372	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088829	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR3, week 13	2017-08-11	199	77	Homo sapiens	2017-08-11	SRR5928568	SRS2426557	SRP115292	SR3, week 13	between 48 and 73	Quake lab			SR3, week 13	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488373	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088830	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR3, week 25	2017-08-11	67	26	Homo sapiens	2017-08-11	SRR5928567	SRS2426558	SRP115292	SR3, week 25	between 48 and 73	Quake lab			SR3, week 25	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488370	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088831	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR3, week 2	2017-08-11	101	39	Homo sapiens	2017-08-11	SRR5928566	SRS2426559	SRP115292	SR3, week 2	between 48 and 73	Quake lab			SR3, week 2	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488371	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088832	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR3, week 4	2017-08-11	199	78	Homo sapiens	2017-08-11	SRR5928565	SRS2426560	SRP115292	SR3, week 4	between 48 and 73	Quake lab			SR3, week 4	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488368	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088833	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR2, week 69	2017-08-11	2050	812	Homo sapiens	2017-08-11	SRR5928564	SRS2426561	SRP115292	SR2, week 69	between 48 and 73	Quake lab			SR2, week 69	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488369	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088873	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR3, week 0, library 2	2017-08-11	42	14	Homo sapiens	2017-08-11	SRR5928524	SRS2426562	SRP115292	SR3, week 0	between 48 and 73	Quake lab			SR3, week 0	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488369	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088847	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR3, week 0, sequencing run 2	2017-08-11	595	194	Homo sapiens	2017-08-11	SRR5928550	SRS2426562	SRP115292	SR3, week 0	between 48 and 73	Quake lab			SR3, week 0	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488369	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088834	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR3, week 0	2017-08-11	627	231	Homo sapiens	2017-08-11	SRR5928563	SRS2426562	SRP115292	SR3, week 0	between 48 and 73	Quake lab			SR3, week 0	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488376	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088835	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR3, week 59	2017-08-11	1697	627	Homo sapiens	2017-08-11	SRR5928562	SRS2426563	SRP115292	SR3, week 59	between 48 and 73	Quake lab			SR3, week 59	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488377	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088868	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR4, week 0, library 2	2017-08-11	1279	414	Homo sapiens	2017-08-11	SRR5928529	SRS2426564	SRP115292	SR4, week 0	between 48 and 73	Quake lab			SR4, week 0	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488377	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088848	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR4, week 0, sequencing run 2	2017-08-11	884	288	Homo sapiens	2017-08-11	SRR5928549	SRS2426564	SRP115292	SR4, week 0	between 48 and 73	Quake lab			SR4, week 0	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488377	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088836	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR4, week 0	2017-08-11	836	312	Homo sapiens	2017-08-11	SRR5928561	SRS2426564	SRP115292	SR4, week 0	between 48 and 73	Quake lab			SR4, week 0	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488381	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088837	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR4, week 29	2017-08-11	1111	414	Homo sapiens	2017-08-11	SRR5928560	SRS2426565	SRP115292	SR4, week 29	between 48 and 73	Quake lab			SR4, week 29	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488380	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088838	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR4, week 12	2017-08-11	377	145	Homo sapiens	2017-08-11	SRR5928559	SRS2426566	SRP115292	SR4, week 12	between 48 and 73	Quake lab			SR4, week 12	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488379	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088839	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR4, week 4	2017-08-11	401	155	Homo sapiens	2017-08-11	SRR5928558	SRS2426567	SRP115292	SR4, week 4	between 48 and 73	Quake lab			SR4, week 4	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488378	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088840	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR4, week 2	2017-08-11	67	26	Homo sapiens	2017-08-11	SRR5928557	SRS2426568	SRP115292	SR4, week 2	between 48 and 73	Quake lab			SR4, week 2	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488384	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088842	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR4, week 60	2017-08-11	751	276	Homo sapiens	2017-08-11	SRR5928555	SRS2426569	SRP115292	SR4, week 60	between 48 and 73	Quake lab			SR4, week 60	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488383	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088843	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR4, week 47	2017-08-11	1787	661	Homo sapiens	2017-08-11	SRR5928554	SRS2426570	SRP115292	SR4, week 47	between 48 and 73	Quake lab			SR4, week 47	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488382	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088844	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR4, week 36	2017-08-11	1718	638	Homo sapiens	2017-08-11	SRR5928553	SRS2426571	SRP115292	SR4, week 36	between 48 and 73	Quake lab			SR4, week 36	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488387	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088845	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR5, week 4	2017-08-11	218	83	Homo sapiens	2017-08-11	SRR5928552	SRS2426572	SRP115292	SR5, week 4	between 48 and 73	Quake lab			SR5, week 4	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488386	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088846	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR5, week 2	2017-08-11	525	200	Homo sapiens	2017-08-11	SRR5928551	SRS2426573	SRP115292	SR5, week 2	between 48 and 73	Quake lab			SR5, week 2	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488318	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088877	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SP1, week -1	2017-08-11	2021	785	Homo sapiens	2017-08-11	SRR5928520	SRS2426574	SRP115292	SP1, week -1	between 48 and 73	Quake lab			SP1, week -1	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488318	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088872	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SP1, week -1, library 2	2017-08-11	564	183	Homo sapiens	2017-08-11	SRR5928525	SRS2426574	SRP115292	SP1, week -1	between 48 and 73	Quake lab			SP1, week -1	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488318	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088854	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SP1, week -1, sequencing run 2	2017-08-11	997	321	Homo sapiens	2017-08-11	SRR5928543	SRS2426574	SRP115292	SP1, week -1	between 48 and 73	Quake lab			SP1, week -1	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488324	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088883	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SP2, week 0	2017-08-11	1543	604	Homo sapiens	2017-08-11	SRR5928514	SRS2426575	SRP115292	SP2, week 0	between 48 and 73	Quake lab			SP2, week 0	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488324	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088871	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SP2, week 0, library 2	2017-08-11	499	162	Homo sapiens	2017-08-11	SRR5928526	SRS2426575	SRP115292	SP2, week 0	between 48 and 73	Quake lab			SP2, week 0	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488324	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088855	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SP2, week 0, sequencing run 2	2017-08-11	853	276	Homo sapiens	2017-08-11	SRR5928542	SRS2426575	SRP115292	SP2, week 0	between 48 and 73	Quake lab			SP2, week 0	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488331	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088900	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SP3, week 0	2017-08-11	2396	938	Homo sapiens	2017-08-11	SRR5928497	SRS2426576	SRP115292	SP3, week 0	between 48 and 73	Quake lab			SP3, week 0	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488331	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088870	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SP3, week 0, library 2	2017-08-11	740	238	Homo sapiens	2017-08-11	SRR5928527	SRS2426576	SRP115292	SP3, week 0	between 48 and 73	Quake lab			SP3, week 0	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488331	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088856	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SP3, week 0, sequencing run 2	2017-08-11	1515	488	Homo sapiens	2017-08-11	SRR5928541	SRS2426576	SRP115292	SP3, week 0	between 48 and 73	Quake lab			SP3, week 0	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488396	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088857	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR6, week 11	2017-08-11	358	136	Homo sapiens	2017-08-11	SRR5928540	SRS2426577	SRP115292	SR6, week 11	between 48 and 73	Quake lab			SR6, week 11	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488397	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088858	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR6, week 23	2017-08-11	363	148	Homo sapiens	2017-08-11	SRR5928539	SRS2426578	SRP115292	SR6, week 23	between 48 and 73	Quake lab			SR6, week 23	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488392	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088859	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR5, week 63	2017-08-11	1896	700	Homo sapiens	2017-08-11	SRR5928538	SRS2426579	SRP115292	SR5, week 63	between 48 and 73	Quake lab			SR5, week 63	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488394	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088861	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR6, week 3	2017-08-11	1017	389	Homo sapiens	2017-08-11	SRR5928536	SRS2426580	SRP115292	SR6, week 3	between 48 and 73	Quake lab			SR6, week 3	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488395	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088862	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR6, week 5	2017-08-11	302	122	Homo sapiens	2017-08-11	SRR5928535	SRS2426581	SRP115292	SR6, week 5	between 48 and 73	Quake lab			SR6, week 5	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488388	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088863	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR5, week 12	2017-08-11	457	173	Homo sapiens	2017-08-11	SRR5928534	SRS2426582	SRP115292	SR5, week 12	between 48 and 73	Quake lab			SR5, week 12	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488390	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088865	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR5, week 29	2017-08-11	1602	588	Homo sapiens	2017-08-11	SRR5928532	SRS2426583	SRP115292	SR5, week 29	between 48 and 73	Quake lab			SR5, week 29	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488389	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088864	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR5, week 25	2017-08-11	1413	518	Homo sapiens	2017-08-11	SRR5928533	SRS2426584	SRP115292	SR5, week 25	between 48 and 73	Quake lab			SR5, week 25	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488391	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088866	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR5, week 37	2017-08-11	1776	658	Homo sapiens	2017-08-11	SRR5928531	SRS2426585	SRP115292	SR5, week 37	between 48 and 73	Quake lab			SR5, week 37	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488319	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088878	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SP1, week 2	2017-08-11	2935	1159	Homo sapiens	2017-08-11	SRR5928519	SRS2426586	SRP115292	SP1, week 2	between 48 and 73	Quake lab			SP1, week 2	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488320	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088879	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SP1, week 11	2017-08-11	3547	1405	Homo sapiens	2017-08-11	SRR5928518	SRS2426587	SRP115292	SP1, week 11	between 48 and 73	Quake lab			SP1, week 11	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488321	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088880	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SP1, week 23	2017-08-11	2295	904	Homo sapiens	2017-08-11	SRR5928517	SRS2426588	SRP115292	SP1, week 23	between 48 and 73	Quake lab			SP1, week 23	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488323	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088882	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SP1, week 35	2017-08-11	4329	1707	Homo sapiens	2017-08-11	SRR5928515	SRS2426589	SRP115292	SP1, week 35	between 48 and 73	Quake lab			SP1, week 35	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488322	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088881	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SP1, week 27	2017-08-11	3361	1326	Homo sapiens	2017-08-11	SRR5928516	SRS2426590	SRP115292	SP1, week 27	between 48 and 73	Quake lab			SP1, week 27	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488325	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088884	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SP2, week 2	2017-08-11	3088	1216	Homo sapiens	2017-08-11	SRR5928513	SRS2426591	SRP115292	SP2, week 2	between 48 and 73	Quake lab			SP2, week 2	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488326	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088885	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SP2, week 4	2017-08-11	2603	1029	Homo sapiens	2017-08-11	SRR5928512	SRS2426592	SRP115292	SP2, week 4	between 48 and 73	Quake lab			SP2, week 4	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488327	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088886	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SP2, week 11	2017-08-11	3279	1283	Homo sapiens	2017-08-11	SRR5928511	SRS2426593	SRP115292	SP2, week 11	between 48 and 73	Quake lab			SP2, week 11	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488399	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088887	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR6, week 48	2017-08-11	4250	1679	Homo sapiens	2017-08-11	SRR5928510	SRS2426594	SRP115292	SR6, week 48	between 48 and 73	Quake lab			SR6, week 48	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488398	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088888	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR6, week 36	2017-08-11	4583	1825	Homo sapiens	2017-08-11	SRR5928509	SRS2426595	SRP115292	SR6, week 36	between 48 and 73	Quake lab			SR6, week 36	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488401	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088889	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR6, week 76	2017-08-11	3267	1339	Homo sapiens	2017-08-11	SRR5928508	SRS2426596	SRP115292	SR6, week 76	between 48 and 73	Quake lab			SR6, week 76	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488400	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088890	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR6, week 62	2017-08-11	4292	1696	Homo sapiens	2017-08-11	SRR5928507	SRS2426597	SRP115292	SR6, week 62	between 48 and 73	Quake lab			SR6, week 62	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488403	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088891	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	H1, baseline	2017-08-11	1146	368	Homo sapiens	2017-08-11	SRR5928506	SRS2426598	SRP115292	H1, baseline	between 50 and 75	Quake lab			H1, baseline	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488405	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088893	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	H3, baseline	2017-08-11	1862	598	Homo sapiens	2017-08-11	SRR5928504	SRS2426599	SRP115292	H3, baseline	between 50 and 75	Quake lab			H3, baseline	female		blood	public	ILLUMINA
AMPLICON		300	PRJNA396251	SAMN07488402	Human	STANFORD UNIVERSITY	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3088892	0	NextSeq 500	PAIRED	RT-PCR	TRANSCRIPTOMIC	SR6, week 106	2017-08-11	5772	2364	Homo sapiens	2017-08-11	SRR5928505	SRS2426600	SRP115292	SR6, week 106	between 48 and 73	Quake lab			SR6, week 106	female		blood	public	ILLUMINA
